Country;Year;Energy (MtCO2e);Industrial Processes (MtCO2e);Agriculture (MtCO2e);Waste (MtCO2e);Land-Use Change and Forestry (MtCO2);Bunker Fuels (MtCO2)
Dominica;2005;;0.0008;0.0329;0.0711;0.0139;
Dominica;2006;;0.0009;0.0321;0.0712;0.0818;
Dominica;2007;;0.001;0.0352;0.0713;0.0546;
Dominica;2008;;0.0011;0.0326;0.0715;0.0818;
Dominica;2009;;0.0012;0.0323;0.0716;0.0737;
Dominica;2010;;0.0013;0.0323;0.0717;0.0737;
Dominica;2011;;0.0014;0.033;0.0719;0.0737;
Dominica;2012;;;0.0335;0.072;0.0791;
Dominican Republic;1990;79.044;0.5331;53.752;14.082;33.531;0.11
Dominican Republic;1991;82.226;0.623;56.934;16.017;0.0222;0.11
Dominican Republic;1992;95.808;0.6909;57.467;17.951;0.0222;0.15
Dominican Republic;1993;9.549;0.6452;56.541;19.886;0.0222;0.16
Dominican Republic;1994;112.072;0.6508;56.929;21.821;0.0222;0.15
Dominican Republic;1995;118.754;0.7407;57.147;23.755;0.0222;0.17
Dominican Republic;1996;127.056;0.8423;59.795;22.346;0.02;0.18
Dominican Republic;1997;144.159;0.9514;60.585;20.938;0.0477;0.2
Dominican Republic;1998;151.961;0.9834;61.526;19.529;0.0276;1.06
Dominican Republic;1999;158.763;11.914;55.498;1.812;0.0295;1.23
Dominican Republic;2000;170.366;13.151;52.992;16.711;0.0306;1.29
Dominican Republic;2001;167.749;14.539;57.129;16.981;0.0086;1.22
Dominican Republic;2002;184.533;16.295;61.548;1.725;0.0002;1.04
Dominican Republic;2003;174.117;15.778;59.389;17.519;0.0053;0.99
Dominican Republic;2004;16.36;14.749;65.428;17.788;0.0012;1.34
Dominican Republic;2005;183.384;15.588;63.355;18.058;0.1761;1.33
Dominican Republic;2006;193.936;20.765;65.501;18.338;0.0021;1.3
Dominican Republic;2007;192.988;22.571;72.666;18.619;0.0055;1.32
Dominican Republic;2008;19.534;22.252;73.501;1.89;0.0053;1.31
Dominican Republic;2009;192.891;17.462;7.619;19.181;0.0007;1.3
Dominican Republic;2010;200.943;17.656;78.741;19.461;0.0048;1.22
Dominican Republic;2011;203.358;17.879;77.695;1.975;0.0116;1.31
Dominican Republic;2012;210.073;;78.468;20.038;0.0012;1.47
Ecuador;1990;158.691;11.314;108.056;14.202;79.434;0.88
Ecuador;1991;164.364;11.591;112.558;14.463;795.789;0.8
Ecuador;1992;175.681;11.356;117.084;14.724;797.238;1.08
Ecuador;1993;167.163;10.607;122.217;14.985;798.687;1.74
Ecuador;1994;177.104;10.957;126.194;15.245;800.137;1.62
Ecuador;1995;202.977;1.325;128.399;15.506;801.586;1.53
Ecuador;1996;239.745;15.434;132.044;15.841;803.034;1.94
Ecuador;1997;246.206;14.908;132.403;16.176;804.411;2.1
Ecuador;1998;26.357;13.575;131.584;16.512;805.895;0.89
Ecuador;1999;208.835;12.205;129.631;16.847;80.73;0.77
Ecuador;2000;22.53;14.829;119.788;17.182;808.695;1.35
Ecuador;2001;23.648;15.686;134.076;17.524;827.591;1.38
Ecuador;2002;24.256;1.636;129.209;17.865;828.138;2.03
Ecuador;2003;243.018;17.144;127.117;18.207;828.979;2.43
Ecuador;2004;259.798;19.247;133.037;18.549;829.933;3.13
Ecuador;2005;279.948;20.617;127.483;18.891;830.898;3.12
Ecuador;2006;301.581;23.026;129.739;19.203;823.764;3.03
Ecuador;2007;30.154;24.885;124.057;19.515;82.491;3.05
Ecuador;2008;313.499;30.555;12.802;19.827;82.606;3.06
Ecuador;2009;329.437;28.384;133.875;20.139;827.341;3.04
Ecuador;2010;348.655;31.233;139.308;20.451;828.377;2.77
Ecuador;2011;346.464;34.073;139.637;20.749;829.545;2.94
Ecuador;2012;360.091;31.704;136.779;21.047;831.863;2.66
Egypt;1990;90.18;98.152;180.206;56.907;0.0001;5.78
Egypt;1991;914.316;108.169;191.696;68.691;-0.5471;5.84
Egypt;1992;93.845;109.465;196.822;80.475;-0.5471;4.92
Egypt;1993;938.757;10.292;208.444;9.226;-0.5471;5.48
Egypt;1994;879.218;101.872;200.042;104.044;-0.5471;8.8
Egypt;1995;925.985;108.078;22.019;115.828;-0.5471;8.66
Egypt;1996;976.821;112.939;222.101;127.613;-0.5471;10.76
Egypt;1997;1.050.538;117.616;224.244;139.397;-0.5471;10.86
Egypt;1998;1.106.634;123.796;224.805;151.182;-0.5471;8.15
Egypt;1999;1.161.078;135.033;237.292;162.966;-0.547;10.01
Egypt;2000;1.138.831;138.831;246.368;174.751;-0.547;10.45
Egypt;2001;1.244.801;147.512;248.294;178.712;-0.5837;8.75
Egypt;2002;1.305.554;160.664;259.279;182.673;-0.5837;8.42
Egypt;2003;1.347.906;15.403;295.701;186.635;-0.5837;10.95
Egypt;2004;1.465.348;165.533;285.682;190.596;-0.5837;10.92
Egypt;2005;1.642.225;18.484;293.644;194.557;-0.5837;10.57
Egypt;2006;172.601;203.773;272.273;19.881;-0.2186;9.61
Egypt;2007;1.847.281;22.593;284.634;203.062;-0.2185;10.58
Egypt;2008;1.926.666;223.942;319.265;207.315;-0.2185;10.03
Egypt;2009;1.971.051;259.839;276.488;211.568;-0.2185;10.09
Egypt;2010;1.986.602;265.106;284.128;21.582;-0.2185;9.59
Egypt;2011;2.053.567;247.882;291.833;22.012;-0.2185;9.38
Egypt;2012;2.116.884;250.518;290.198;224.419;-0.2185;8.5
El Salvador;1990;28.516;0.3223;27.653;0.8749;14.223;0.11
El Salvador;1991;35.834;0.344;28.298;0.8876;13.264;0.09
El Salvador;1992;40.251;0.2191;28.608;0.9002;13.297;0.13
El Salvador;1993;44.868;0.4423;27.541;0.9129;1.333;0.15
El Salvador;1994;50.285;0.442;27.855;0.9256;13.363;0.14
El Salvador;1995;55.702;0.4637;25.063;0.9382;13.395;0.16
El Salvador;1996;50.638;0.5083;2.917;0.9511;13.421;0.15
El Salvador;1997;59.073;0.5602;27.948;0.964;13.467;0.15
El Salvador;1998;62.708;0.5975;24.957;0.9768;13.523;0.19
El Salvador;1999;62.444;0.5945;26.641;0.9897;13.562;0.21
El Salvador;2000;62.679;0.6281;24.698;10.025;13.594;0.22
El Salvador;2001;66.127;0.7088;27.529;10.069;14.398;0.22
El Salvador;2002;66.475;0.8079;28.214;10.113;14.418;0.2
El Salvador;2003;70.223;0.8667;2.739;10.157;14.433;0.21
El Salvador;2004;70.571;0.8302;28.327;10.201;14.454;0.23
El Salvador;2005;74.019;0.79;29.761;10.244;14.474;0.24
El Salvador;2006;76.666;0.907;30.011;10.277;1.339;0.23
El Salvador;2007;80.913;0.9324;31.803;1.031;1.342;0.36
El Salvador;2008;73.461;0.9615;33.006;10.343;13.455;0.35
El Salvador;2009;73.608;0.9466;31.188;10.376;13.485;0.35
El Salvador;2010;70.555;0.9684;30.009;10.409;13.519;0.34
El Salvador;2011;72.426;0.9983;27.002;1.044;13.549;0.35
El Salvador;2012;73.898;;28.426;10.471;13.581;0.38
Equatorial Guinea;1990;;0;0.0121;0.0818;53.732;
Equatorial Guinea;1991;;0.0001;0.0122;0.0843;5.367;
Equatorial Guinea;1992;;0.0002;0.0123;0.0867;53.668;
Equatorial Guinea;1993;;0.0003;0.0124;0.0891;53.667;
Equatorial Guinea;1994;;0.0004;0.0126;0.0915;53.666;
Equatorial Guinea;1995;;0.0005;0.0127;0.094;53.664;
Equatorial Guinea;1996;;0.001;0.0128;0.0971;53.663;
Equatorial Guinea;1997;;0.0015;0.0129;0.1002;53.661;
Equatorial Guinea;1998;;0.0021;0.013;0.1033;5.366;
Equatorial Guinea;1999;;0.0026;0.0132;0.1065;53.659;
Equatorial Guinea;2000;;0.0031;0.0133;0.1096;53.654;
Equatorial Guinea;2001;;0.004;0.0134;0.1133;53.617;
Equatorial Guinea;2002;;0.005;0.0134;0.117;5.361;
Equatorial Guinea;2003;;0.0059;0.0134;0.1207;53.603;
Equatorial Guinea;2004;;0.0068;0.0135;0.1245;53.596;
Equatorial Guinea;2005;;0.0077;0.0135;0.1282;53.589;
Equatorial Guinea;2006;;0.009;0.0136;0.1323;52.837;
Equatorial Guinea;2007;;0.0103;0.0136;0.1365;52.854;
Equatorial Guinea;2008;;0.0116;0.0137;0.1406;52.894;
Equatorial Guinea;2009;;0.0129;0.0137;0.1447;52.886;
Equatorial Guinea;2010;;0.0142;0.0139;0.1489;52.902;
Equatorial Guinea;2011;;0.0158;0.014;0.1531;52.936;
Equatorial Guinea;2012;;;0.0142;0.1574;52.935;
Eritrea;1990;;;;0.3517;;
Eritrea;1991;;;;0.3609;;
Eritrea;1992;24.783;;;0.3701;;0.71
Eritrea;1993;27.223;;26.853;0.3793;0.0001;0.49
Eritrea;1994;28.263;0.0221;26.615;0.3885;0.6011;0.66
Eritrea;1995;29.404;0.0257;26.987;0.3976;0.603;0.44
Eritrea;1996;28.781;0.0222;30.693;0.4234;0.605;0.49
Eritrea;1997;26.858;0.0296;35.132;0.4491;0.607;0.26
Eritrea;1998;23.535;0.0224;3.741;0.4749;0.609;0.02
Eritrea;1999;22.612;0.0225;38.163;0.5006;0.611;0.03
Eritrea;2000;21.089;0.0226;39.225;0.5264;0.6129;0.03
Eritrea;2001;21.522;0.0228;37.614;0.546;0.594;0.05
Eritrea;2002;20.955;0.0229;36.677;0.5655;0.5955;0.03
Eritrea;2003;20.688;0.0231;37.798;0.5851;0.5975;0.03
Eritrea;2004;20.522;0.0233;37.897;0.6047;0.5993;0.03
Eritrea;2005;19.455;0.0235;38.614;0.6243;0.6012;0.03
Eritrea;2006;18.231;0.0237;38.524;0.6408;0.4896;0.02
Eritrea;2007;17.408;0.024;40.331;0.6573;0.4927;0.02
Eritrea;2008;16.284;0.0242;40.178;0.6738;0.4948;0.01
Eritrea;2009;16.061;0.0245;39.827;0.6903;0.4973;0
Eritrea;2010;15.737;0.0247;39.978;0.7068;0.4999;0
Eritrea;2011;16.159;0.0253;40.473;0.7235;0.5026;0
Eritrea;2012;16.581;;40.655;0.7403;0.5051;0
Estonia;1990;370.904;0.4683;;0.7508;;0.67
Estonia;1991;333.576;0.435;;0.7376;;0.77
Estonia;1992;246.049;0.3064;36.153;0.7243;58.187;0.42
Estonia;1993;189.721;0.2556;33.193;0.7111;68.573;0.52
Estonia;1994;185.294;0.2085;2.941;0.6978;69.376;0.44
Estonia;1995;167.966;0.2163;2.792;0.6846;70.179;0.33
Estonia;1996;177.666;0.203;2.641;0.7121;71.034;0.34
Estonia;1997;173.665;0.2227;25.835;0.7396;71.768;0.37
Estonia;1998;168.165;0.1728;25.714;0.7671;72.572;0.38
Estonia;1999;157.464;0.1924;24.783;0.7946;73.372;0.41
Estonia;2000;154.764;0.1791;24.208;0.8221;74.151;0.39
Estonia;2001;159.477;0.2174;23.669;0.8131;65.669;0.37
Estonia;2002;154.891;0.2483;23.601;0.8041;66.178;0.42
Estonia;2003;174.504;0.2719;23.721;0.7951;65.723;0.4
Estonia;2004;176.218;0.3285;23.939;0.786;65.735;0.56
Estonia;2005;177.931;0.385;23.626;0.777;6.575;0.52
Estonia;2006;164.648;0.4456;23.664;0.7638;75.028;0.76
Estonia;2007;201.964;0.4916;23.846;0.7506;74.565;0.93
Estonia;2008;186.681;0.4313;24.437;0.7374;74.991;0.87
Estonia;2009;156.297;0.1915;23.842;0.7242;74.558;0.81
Estonia;2010;194.514;0.2191;23.756;0.7109;74.582;0.8
Estonia;2011;184.577;0.2221;24.005;0.7071;74.591;0.69
Estonia;2012;172.841;;24.478;0.7033;9.373;1.37
Ethiopia;1990;105.398;0.1685;;25.138;;0.56
Ethiopia;1991;10.864;0.1431;;25.727;;0.58
Ethiopia;1992;103.381;0.1507;;26.315;;0.12
Ethiopia;1993;110.023;0.1766;480.801;26.903;140.932;0.14
Ethiopia;1994;115.464;0.2318;487.004;27.492;270.176;0.19
Ethiopia;1995;120.706;0.3053;487.419;2.808;269.569;0.2
Ethiopia;1996;128.592;0.3468;508.253;28.535;268.737;0.19
Ethiopia;1997;135.378;0.3773;52.328;28.991;280.219;0.17
Ethiopia;1998;142.264;0.3785;572.317;29.447;283.296;0.17
Ethiopia;1999;14.745;0.3248;566.398;29.902;292.456;0.19
Ethiopia;2000;155.536;0.4469;534.058;30.358;281.266;0.21
Ethiopia;2001;167.876;0.4564;559.515;3.093;265.363;0.25
Ethiopia;2002;173.616;0.4586;645.551;31.502;267.372;0.24
Ethiopia;2003;181.156;0.578;619.306;32.074;27.309;0.23
Ethiopia;2004;187.697;0.6717;630.883;32.646;272.491;0.31
Ethiopia;2005;188.637;0.7985;663.685;33.218;26.636;0.39
Ethiopia;2006;195.541;0.8815;697.183;33.907;262.641;0.47
Ethiopia;2007;205.146;0.8326;778.162;34.597;259.183;0.59
Ethiopia;2008;21.375;0.9377;807.617;35.286;259.996;0.57
Ethiopia;2009;218.754;10.757;844.553;35.975;257.382;0.67
Ethiopia;2010;222.359;14.738;885.418;36.665;254.947;0.86
Ethiopia;2011;233.915;20.267;865.593;37.464;254.024;0.86
Ethiopia;2012;245.571;;895.713;38.264;25.873;0.93
European Union (15);1990;31.801.332;2.391.609;3.861.646;1.781.973;-736.647;173.42
European Union (15);1991;32.620.123;235.717;3.773.999;1.761.167;-1.810.474;171.87
European Union (15);1992;31.971.473;2.348.414;3.627.647;174.036;-1.825.424;178.19
European Union (15);1993;31.423.631;231.042;3.577.604;1.719.553;-1.840.219;185.24
European Union (15);1994;31.478.899;2.343.581;3.593.368;1.698.747;-1.855.249;185.28
European Union (15);1995;31.775.983;2.349.446;3.576.805;167.794;-1.869.884;191.03
European Union (15);1996;32.662.042;2.271.586;3.623.445;1.629.949;-1.884.207;200.35
European Union (15);1997;32.029.184;2.254.768;3.607.852;1.581.959;-1.898.396;215.13
European Union (15);1998;32.501.752;2.222.745;3.595.371;1.533.968;-191.006;227.82
European Union (15);1999;32.255.258;2.184.017;3.593.571;1.485.977;-1.930.258;226.63
European Union (15);2000;32.452.457;2.148.513;3.618.845;1.437.987;-1.940.727;239.52
European Union (15);2001;33.061.512;2.120.607;3.546.387;1.389.171;-2.283.795;239.94
European Union (15);2002;3.294.014;2.099.222;353.879;1.340.355;-2.295.238;242.32
European Union (15);2003;33.665.927;210.235;3.510.232;1.291.539;-2.300.873;246.67
European Union (15);2004;33.639.256;2.110.021;3.479.263;1.242.723;-2.315.641;264.17
European Union (15);2005;33.417.739;2.089.223;3.408.623;1.193.907;-2.315.519;275.86
European Union (15);2006;3.336.665;2.152.211;3.361.105;1.173.173;-1.625.647;289.11
European Union (15);2007;32.757.852;2.159.433;3.381.041;1.152.438;-1.631.352;292.99
European Union (15);2008;32.075.374;1.980.377;3.337.486;1.131.703;-164.147;298.98
European Union (15);2009;29.647.765;1.808.686;3.291.333;1.110.968;-1.646.389;272.14
European Union (15);2010;30.491.112;1.744.496;3.309.277;1.090.233;-164.997;270.85
European Union (15);2011;29.189.047;1.763.869;3.250.573;1.085.812;-165.298;275.61
European Union (15);2012;29.065.361;1.788.188;3.264.023;1.081.391;-1.658.147;261.44
European Union (28);1990;42.258.446;2.859.608;478.947;2.089.214;-968.303;182.68
European Union (28);1991;4.230.248;2.770.416;4.609.795;2.070.901;-213.839;179.72
European Union (28);1992;40.947.375;2.739.327;459.176;2.052.588;-1.980.462;186.71
European Union (28);1993;40.249.495;2.688.003;458.742;2.034.275;-2.377.792;193.16
European Union (28);1994;40.044.969;2.725.312;4.552.132;2.015.963;-262.33;193.53
European Union (28);1995;40.398.961;2.722.206;4.487.839;199.765;-264.092;198.99
European Union (28);1996;4.152.824;2.651.049;4.534.323;1.952.943;-2.658.898;207.42
European Union (28);1997;40.616.202;2.645.551;4.520.717;1.908.236;-267.66;221.43
European Union (28);1998;40.592.489;2.628.511;446.91;186.353;-2.690.309;234.03
European Union (28);1999;39.928.115;2.591.466;4.439.698;1.818.823;-2.714.328;232.92
European Union (28);2000;40.038.734;2.551.855;4.447.659;1.774.116;-2.727.103;248.23
European Union (28);2001;40.766.359;2.512.077;4.370.822;1.725.402;-3.201.199;249.52
European Union (28);2002;40.464.865;2.493.842;4.336.393;1.676.687;-321.785;251.93
European Union (28);2003;41.509.216;251.364;4.318.571;1.627.973;-3.229.424;257.2
European Union (28);2004;41.470.949;2.540.693;4.301.488;1.579.259;-3.252.679;275.11
European Union (28);2005;41.248.109;2.534.769;4.220.007;1.530.544;-3.258.461;287.47
European Union (28);2006;41.327.741;2.613.311;4.174.421;1.507.723;-2.720.073;301.41
European Union (28);2007;4.077.679;2.637.846;4.204.202;1.484.901;-2.725.564;305.51
European Union (28);2008;39.923.129;2.455.841;4.166.844;1.462.079;-2.747.267;312.85
European Union (28);2009;36.937.322;2.217.081;4.091.903;1.439.257;-2.763.541;285.84
European Union (28);2010;38.059.104;2.137.302;4.111.172;1.416.435;-2.772.994;285.25
European Union (28);2011;36.744.825;2.182.606;4.046.373;1.411.698;-277.458;288.88
European Union (28);2012;36.326.228;2.156.467;4.070.401;1.406.961;-276.507;275.2
Fiji;1990;;0.0403;0.8398;0.0809;0.3993;
Fiji;1991;;0.0406;0.8484;0.0818;-0.3491;
Fiji;1992;;0.0409;0.8543;0.0826;-0.3507;
Fiji;1993;;0.0412;0.9181;0.0834;-0.3483;
Fiji;1994;;0.0489;0.9595;0.0843;-0.3499;
Fiji;1995;;0.0455;10.083;0.0851;-0.3475;
Fiji;1996;;0.0433;0.9994;0.0864;-0.3474;
Fiji;1997;;0.0521;10.002;0.0877;-0.3421;
Fiji;1998;;0.0499;0.9787;0.089;-0.3367;
Fiji;1999;;0.0551;0.9367;0.0903;-0.3497;
Fiji;2000;;0.0566;0.9161;0.0916;-0.351;
Fiji;2001;;0.0593;0.9462;0.0931;-0.4718;
Fiji;2002;;0.0693;0.9337;0.0945;-0.4741;
Fiji;2003;;0.0757;0.8702;0.0959;-0.463;
Fiji;2004;;0.0785;0.9178;0.0974;-0.4726;
Fiji;2005;;0.0922;0.8965;0.0988;-0.4682;
Fiji;2006;;0.0958;0.8807;0.1002;-0.8308;
Fiji;2007;;0.1031;0.8954;0.1016;-0.8386;
Fiji;2008;;0.1031;0.9068;0.1031;-0.8364;
Fiji;2009;;0.0921;0.8754;0.1045;-0.813;
Fiji;2010;;0.0994;0.8687;0.1059;-0.8346;
Fiji;2011;;0.1043;0.8793;0.1074;-0.8371;
Fiji;2012;;;0.8794;0.1088;-0.8551;
Finland;1990;556.825;74.575;71.432;39.362;-167.245;2.75
Finland;1991;57.16;73.698;6.617;39.253;-236.068;2.61
Finland;1992;549.876;73.591;65.078;39.144;-237.238;2.95
Finland;1993;560.551;72.971;64.589;39.036;-238.407;2.44
Finland;1994;626.426;73.963;65.394;38.927;-239.577;2.11
Finland;1995;573.501;74.992;63.813;38.818;-240.746;1.9
Finland;1996;635.114;73.732;63.438;37.543;-241.644;2.1
Finland;1997;613.626;71.738;63.681;36.268;-24.311;2.23
Finland;1998;581.039;71.064;62.094;34.993;-24.429;2.62
Finland;1999;573.952;7.05;61.277;33.718;-245.458;2.8
Finland;2000;565.465;69.422;60.608;32.443;-246.596;3.12
Finland;2001;617.272;65.575;59.531;30.719;-163.791;2.85
Finland;2002;64.308;61.581;60.472;28.994;-162.182;3.05
Finland;2003;724.087;59.676;58.928;27.269;-160.328;3.08
Finland;2004;685.894;55.316;58.648;25.544;-158.947;2.85
Finland;2005;564.302;52.275;59.846;23.819;-157.182;2.83
Finland;2006;678.395;53.212;5.726;23.397;57.703;3.13
Finland;2007;655.789;52.829;58.488;22.974;57.148;3.03
Finland;2008;577.283;52.154;60.936;22.551;57.148;2.98
Finland;2009;559.376;48.035;57.371;22.129;57.148;2.29
Finland;2010;63.817;4.736;59.214;21.706;57.148;2.25
Finland;2011;568.051;47.873;58.672;21.718;57.672;2.51
Finland;2012;508.532;48.387;57.914;21.731;57.148;2.19
France;1990;3.673.046;413.834;803.856;111.354;-33.736;17.04
France;1991;3.946.334;417.693;808.903;117.584;-232.352;16.54
France;1992;3.829.922;394.366;769.097;123.814;-233.514;17.59
France;1993;363.851;394.195;753.726;130.045;-234.677;17.54
France;1994;3.592.598;401.645;759.502;136.275;-23.584;17.35
France;1995;3.688.386;396.967;769.178;142.505;-237.003;18.13
France;1996;3.830.892;374.856;785.207;148.516;-238.219;19.25
France;1997;3.756.999;354.944;784.134;154.527;-239.362;20.22
France;1998;4.018.106;33.232;772.416;160.538;-240.448;21.75
France;1999;3.954.412;314.679;779.598;166.549;-241.624;23.07
France;2000;3.906.119;293.045;759.893;17.256;-24.263;23.9
France;2001;3.966.726;286.881;763.308;176.451;-76.534;22.4
France;2002;3.890.332;280.204;748.509;180.342;-771.764;22.22
France;2003;3.953.239;276.641;739.095;184.233;-777.267;22.73
France;2004;3.948.346;278.501;734.798;188.124;-783.979;24.8
France;2005;3.972.352;275.415;719.946;192.015;-789.937;24.21
France;2006;3.884.593;277.641;718.517;193.872;-242.889;25.28
France;2007;3.818.533;27.243;73.107;19.573;-244.042;26.1
France;2008;3.760.674;264.104;722.395;197.587;-245.033;25.12
France;2009;3.571.714;24.442;704.367;199.444;-245.814;23.54
France;2010;3.634.855;238.879;705.086;201.302;-247.306;23.62
France;2011;3.371.119;252.718;685.854;202.232;-248.504;25.03
France;2012;3.423.984;261.041;685.226;203.162;-249.454;24.12
Gabon;1990;62.115;0.0586;0.3241;0.0853;0.4348;0.28
Gabon;1991;63.922;0.0587;0.3342;0.0974;0.4348;0.26
Gabon;1992;66.532;0.0588;0.3422;0.1095;0.4348;0.85
Gabon;1993;67.818;0.0662;0.3477;0.1216;0.4348;0.82
Gabon;1994;6.55;0.0626;0.3449;0.1337;0.4348;0.68
Gabon;1995;67.186;0.0773;0.3361;0.1458;0.4348;0.63
Gabon;1996;64.725;0.0923;0.3138;0.1971;0.4533;0.56
Gabon;1997;62.564;0.1;0.3513;0.2484;0.4292;0.68
Gabon;1998;60.103;0.1003;0.3521;0.2996;0.4288;0.72
Gabon;1999;55.741;0.0896;0.3533;0.3509;0.4297;0.75
Gabon;2000;50.788;0.1083;0.3282;0.4021;0.4231;0.83
Gabon;2001;49.411;0.1236;0.2774;0.4125;0.4225;0.83
Gabon;2002;46.871;0.1315;0.3328;0.4228;0.4022;0.87
Gabon;2003;47.697;0.1321;0.3361;0.4332;0.419;0.84
Gabon;2004;47.995;0.1327;0.3959;0.4436;0.4207;0.83
Gabon;2005;50.119;0.1333;0.3429;0.4539;0.4301;0.81
Gabon;2006;43.801;0.1342;0.3829;0.4636;0.4338;0.76
Gabon;2007;43.363;0.1203;0.4;0.4734;0.4359;0.78
Gabon;2008;43.884;0.1212;0.3606;0.4831;0.528;0.76
Gabon;2009;45.505;0.133;0.3935;0.4928;0.4032;0.76
Gabon;2010;47.726;0.1082;0.3639;0.5026;0.413;0.87
Gabon;2011;54.939;0.1097;0.389;0.513;0.4754;0.86
Gabon;2012;55.093;;0.4656;0.5234;0.4442;0.85
The Gambia;1990;;0;0.7207;2.77;0.1781;
The Gambia;1991;;0;0.7455;2.887;-0.2804;
The Gambia;1992;;0.0001;0.7314;30.039;-0.2803;
The Gambia;1993;;0.0001;0.7184;31.208;-0.2803;
The Gambia;1994;;0.0002;0.7458;32.377;-0.2802;
The Gambia;1995;;0.0002;0.7595;33.546;-0.2802;
The Gambia;1996;;0.0004;0.7642;34.821;-0.3068;
The Gambia;1997;;0.0006;0.715;36.095;-0.2852;
The Gambia;1998;;0.0008;0.7541;3.737;-0.3139;
The Gambia;1999;;0.001;0.7188;38.644;-0.0879;
The Gambia;2000;;0.0011;0.7666;39.919;-0.1732;
The Gambia;2001;;0.0015;0.7834;41.239;-0.2516;
The Gambia;2002;;0.0018;0.7448;4.256;-0.3181;
The Gambia;2003;;0.0022;0.8024;4.388;-0.3819;
The Gambia;2004;;0.0025;0.9212;45.201;-0.3302;
The Gambia;2005;;0.0029;0.9128;46.521;-0.3317;
The Gambia;2006;;0.0033;0.9931;47.861;-0.2382;
The Gambia;2007;;0.0038;0.9307;49.201;-0.2492;
The Gambia;2008;;0.0043;10.497;50.541;-0.3002;
The Gambia;2009;;0.0048;12.744;51.881;-0.2881;
The Gambia;2010;;0.0053;13.309;53.221;-0.3307;
The Gambia;2011;;0.0059;10.551;54.613;-0.2692;
The Gambia;2012;;;10.755;56.005;-0.3501;
Georgia;1990;394.559;0.9238;;44.351;;0.6
Georgia;1991;306.876;0.8259;;41.096;;0.97
Georgia;1992;240.693;0.79;30.779;37.841;0.0041;0.78
Georgia;1993;192.009;0.6092;25.637;34.586;-39.721;0.57
Georgia;1994;125.626;0.4285;22.443;31.332;-40.973;0.35
Georgia;1995;92.243;0.3466;22.371;28.077;-40.423;0.17
Georgia;1996;77.616;0.3951;23.088;27.984;-40.091;0.24
Georgia;1997;7.169;0.4508;24.073;27.892;-40.368;0.21
Georgia;1998;68.964;0.5616;24.266;27.799;-40.048;0.29
Georgia;1999;66.638;0.687;25.294;27.706;-40.254;0.25
Georgia;2000;72.012;0.7464;26.653;27.614;-40.008;0.05
Georgia;2001;58.565;0.7923;26.842;27.585;-3.527;0.04
Georgia;2002;50.217;0.8455;26.852;27.557;-34.947;0.07
Georgia;2003;5.007;0.8951;27.082;27.529;-35.087;0.08
Georgia;2004;49.923;0.9849;27.794;27.501;-3.476;0.11
Georgia;2005;57.476;10.455;27.095;27.473;-34.944;0.11
Georgia;2006;61.454;10.918;26.587;27.472;-34.861;0.11
Georgia;2007;68.532;11.381;23.842;2.747;-34.728;0.14
Georgia;2008;6.031;11.844;22.808;27.469;-34.941;0.12
Georgia;2009;65.788;14.396;22.844;27.468;-34.769;0.12
Georgia;2010;60.666;14.823;22.136;27.466;-34.635;0.12
Georgia;2011;74.641;15.235;21.954;27.426;-34.643;0.11
Georgia;2012;80.415;;23.273;27.386;-34.538;0.11
Germany;1990;9.618.608;526.803;795.752;431.115;-519.964;21.13
Germany;1991;9.623.107;518.373;749.419;424.532;-63.215;19.25
Germany;1992;9.219.564;54.215;683.799;41.795;-636.174;19.08
Germany;1993;9.134.885;545.922;66.221;411.367;-640.197;21.25
Germany;1994;9.010.513;551.525;667.892;404.785;-644.221;22.09
Germany;1995;8.982.305;545.587;666.813;398.202;-648.244;22.19
Germany;1996;926.073;500.087;663.008;372.723;-652.275;22.49
Germany;1997;8.944.115;485.438;664.875;347.244;-656.302;23.58
Germany;1998;8.867.173;452.067;658.571;321.765;-660.323;23.87
Germany;1999;8.558.723;411.916;660.212;296.286;-664.347;25.08
Germany;2000;8.531.597;372.755;640.234;270.807;-668.373;26.35
Germany;2001;8.705.999;365.155;63.587;25.185;-535.001;25.62
Germany;2002;857.206;368.436;624.766;232.894;-535.004;26.11
Germany;2003;856.895;385.934;613.141;213.937;-535.003;27.32
Germany;2004;8.401.425;390.278;605.532;19.498;-534.982;29.26
Germany;2005;8.233.878;394.879;601.022;176.023;-535.003;30.39
Germany;2006;8.352.723;413.446;578.911;161.508;-769.585;31.8
Germany;2007;8.025.187;417.687;590.899;146.994;-76.967;34.23
Germany;2008;809.074;424.163;587.063;132.479;-768.911;34.27
Germany;2009;7.529.965;414.004;586.095;117.964;-769.665;32.86
Germany;2010;791.974;416.852;59.16;10.345;-76.967;32.7
Germany;2011;7.643.038;427.612;578.685;9.946;-76.967;31.71
Germany;2012;7.772.459;422.515;581.726;9.547;-76.967;32.65
Ghana;1990;42.569;0.8955;67.949;0.6347;36.644;0.14
Ghana;1991;41.059;0.9061;70.026;0.6778;363.234;0.1
Ghana;1992;45.949;10.156;69.058;0.7209;363.858;0.14
Ghana;1993;4.664;10.812;69.406;0.764;364.482;0.12
Ghana;1994;4.983;11.247;69.629;0.8071;365.106;0.14
Ghana;1995;5.362;10.767;70.027;0.8502;36.573;0.18
Ghana;1996;57.096;11.087;69.134;0.9927;36.51;0.19
