Country;Year;Total GHG Emissions Including LUCF
Mauritius;1995;2.572.692.115
Mauritius;1996;2.737.033.412
Mauritius;1997;2.824.744.709
Mauritius;1998;3.075.936.006
Mauritius;1999;3.579.457.303
Mauritius;2000;38.994.086
Mauritius;2001;4.185.404.316
Mauritius;2002;4.273.850.033
Mauritius;2003;442.481.575
Mauritius;2004;4.463.701.466
Mauritius;2005;4.671.157.183
Mauritius;2006;4.859.310.211
Mauritius;2007;499.646.324
Mauritius;2008;5.096.736.268
Mauritius;2009;5.082.089.297
Mauritius;2010;5.352.832.325
Mauritius;2011;5.390.793.123
Mauritius;2012;552.090.392
Mexico;1990;4.770.708.819
Mexico;1991;4.916.058.675
Mexico;1992;4.975.016.732
Mexico;1993;5.025.834.988
Mexico;1994;5.284.132.304
Mexico;1995;515.605.502
Mexico;1996;5.371.304.516
Mexico;1997;5.593.368.991
Mexico;1998;5.933.391.027
Mexico;1999;5.849.338.102
Mexico;2000;6.071.776.658
Mexico;2001;608.421.215
Mexico;2002;6.220.516.301
Mexico;2003;6.425.045.773
Mexico;2004;6.522.213.545
Mexico;2005;6.850.375.977
Mexico;2006;6.958.758.461
Mexico;2007;7.179.964.584
Mexico;2008;7.263.345.428
Mexico;2009;7.128.935.811
Mexico;2010;7.287.025.255
Mexico;2011;7.489.358.757
Mexico;2012;7.489.117.962
Moldova;1990;3.330.111.401
Moldova;1991;2.735.650.025
Moldova;1992;2.666.206.465
Moldova;1993;2.207.110.697
Moldova;1994;1.856.157.729
Moldova;1995;1.651.937.161
Moldova;1996;1.451.293.028
Moldova;1997;1.321.860.496
Moldova;1998;1.189.123.363
Moldova;1999;1.031.430.831
Moldova;2000;963.819.698
Moldova;2001;1.024.584.525
Moldova;2002;1.042.265.153
Moldova;2003;109.596.178
Moldova;2004;1.106.570.807
Moldova;2005;1.132.654.634
Moldova;2006;1.111.436.212
Moldova;2007;1.095.341.989
Moldova;2008;1.083.703.966
Moldova;2009;1.074.366.944
Moldova;2010;1.156.213.521
Moldova;2011;1.166.608.644
Moldova;2012;1.087.739.967
Mongolia;1990;5.543.305.228
Mongolia;1991;5.644.798.252
Mongolia;1992;5.437.158.676
Mongolia;1993;53.205.715
Mongolia;1994;5.146.754.523
Mongolia;1995;5.226.121.347
Mongolia;1996;5.108.107.022
Mongolia;1997;5.598.811.497
Mongolia;1998;5.245.790.572
Mongolia;1999;5.239.124.246
Mongolia;2000;5.515.312.921
Mongolia;2001;4.943.481.056
Mongolia;2002;4.928.466.192
Mongolia;2003;4.670.487.727
Mongolia;2004;4.702.750.862
Mongolia;2005;4.781.336.397
Mongolia;2006;5.518.956.336
Mongolia;2007;5.710.450.675
Mongolia;2008;5.713.935.214
Mongolia;2009;5.581.897.553
Mongolia;2010;5.220.930.693
Mongolia;2011;5.529.459.012
Mongolia;2012;5.911.359.131
Montenegro;1990;
Montenegro;1991;
Montenegro;1992;
Montenegro;1993;
Montenegro;1994;
Montenegro;1995;
Montenegro;1996;
Montenegro;1997;
Montenegro;1998;
Montenegro;1999;
Montenegro;2000;
Montenegro;2001;
Montenegro;2002;
Montenegro;2003;
Montenegro;2004;
Montenegro;2005;3.324.469.246
Montenegro;2006;3.934.181.346
Montenegro;2007;3.685.223.446
Montenegro;2008;4.074.265.546
Montenegro;2009;2.944.657.646
Montenegro;2010;3.581.449.746
Montenegro;2011;362.411.321
Montenegro;2012;3.495.356.675
Morocco;1990;305.326.297
Morocco;1991;3.149.047.825
Morocco;1992;327.987.388
Morocco;1993;3.251.185.935
Morocco;1994;354.157.019
Morocco;1995;3.613.124.245
Morocco;1996;368.662.426
Morocco;1997;3.860.192.474
Morocco;1998;3.940.681.089
Morocco;1999;4.153.727.503
Morocco;2000;4.251.686.718
Morocco;2001;4.537.431.321
Morocco;2002;4.692.624.525
Morocco;2003;4.702.485.728
Morocco;2004;5.116.337.932
Morocco;2005;5.470.345.335
Morocco;2006;6.591.099.578
Morocco;2007;6.766.249.021
Morocco;2008;7.030.708.064
Morocco;2009;7.001.845.107
Morocco;2010;731.579.475
Morocco;2011;7.706.480.277
Morocco;2012;7.250.918.804
Mozambique;1990;5.486.078.433
Mozambique;1991;5.479.824.566
Mozambique;1992;5.508.436.898
Mozambique;1993;554.322.563
Mozambique;1994;5.536.176.763
Mozambique;1995;5.592.098.895
Mozambique;1996;5.676.618.745
Mozambique;1997;5.480.460.594
Mozambique;1998;5.735.592.644
Mozambique;1999;5.624.864.094
Mozambique;2000;5.405.927.743
Mozambique;2001;5.681.979.301
Mozambique;2002;556.625.566
Mozambique;2003;6.011.630.618
Mozambique;2004;5.834.411.776
Mozambique;2005;6.066.335.535
Mozambique;2006;5.293.067.171
Mozambique;2007;5.541.802.008
Mozambique;2008;5.756.386.045
Mozambique;2009;5.535.506.681
Mozambique;2010;5.919.910.918
Mozambique;2011;5.608.570.484
Mozambique;2012;5.765.541.649
Myanmar;1990;1.714.804.938
Myanmar;1991;1.645.829.981
Myanmar;1992;1.669.451.583
Myanmar;1993;1.695.118.906
Myanmar;1994;1.720.037.588
Myanmar;1995;1.749.772.211
Myanmar;1996;1.752.909.686
Myanmar;1997;1.738.425.041
Myanmar;1998;1.790.449.856
Myanmar;1999;1.840.808.711
Myanmar;2000;1.815.084.906
Myanmar;2001;153.097.795
Myanmar;2002;1.537.994.893
Myanmar;2003;1.611.669.876
Myanmar;2004;1.730.415.219
Myanmar;2005;1.690.435.763
Myanmar;2006;1.721.466.538
Myanmar;2007;1.843.679.353
Myanmar;2008;1.717.569.729
Myanmar;2009;1.798.500.104
Myanmar;2010;1.844.116.099
Myanmar;2011;1.756.798.745
Myanmar;2012;184.711.937
Namibia;1990;1.527.652.195
Namibia;1991;1.658.803.492
Namibia;1992;165.496.079
Namibia;1993;1.656.283.087
Namibia;1994;1.677.402.584
Namibia;1995;1.689.713.882
Namibia;1996;1.676.717.639
Namibia;1997;1.662.221.797
Namibia;1998;1.735.300.155
Namibia;1999;1.722.631.313
Namibia;2000;180.018.247
Namibia;2001;1.791.799.206
Namibia;2002;1.692.704.942
Namibia;2003;1.687.325.678
Namibia;2004;1.729.424.414
Namibia;2005;1.810.565.149
Namibia;2006;1.903.801.939
Namibia;2007;1.829.297.728
Namibia;2008;1.784.124.517
Namibia;2009;1.963.402.306
Namibia;2010;1.925.804.496
Namibia;2011;2.231.149.491
Namibia;2012;2.249.023.687
Nauru;1990;0.161095911
Nauru;1991;0.157530408
Nauru;1992;0.146636904
Nauru;1993;0.1430714
Nauru;1994;0.135801897
Nauru;1995;0.132196393
Nauru;1996;0.124946904
Nauru;1997;0.125025415
Nauru;1998;0.121439926
Nauru;1999;0.114190437
Nauru;2000;0.106940948
Nauru;2001;0.099710079
Nauru;2002;0.09614321
Nauru;2003;0.088912342
Nauru;2004;0.085345473
Nauru;2005;0.092770604
Nauru;2006;0.059905115
Nauru;2007;0.060055626
Nauru;2008;0.060206136
Nauru;2009;0.056652647
Nauru;2010;0.060427158
Nauru;2011;0.056885361
Nauru;2012;0.174391565
Nepal;1990;5.315.125.313
Nepal;1991;5.399.992.681
Nepal;1992;545.548.445
Nepal;1993;5.605.215.618
Nepal;1994;5.752.091.187
Nepal;1995;5.928.016.755
Nepal;1996;6.050.866.248
Nepal;1997;6.173.387.141
Nepal;1998;6.318.291.233
Nepal;1999;6.515.422.926
Nepal;2000;6.607.899.019
Nepal;2001;5.996.870.674
Nepal;2002;5.931.788.129
Nepal;2003;6.023.652.984
Nepal;2004;604.278.204
Nepal;2005;6.093.719.495
Nepal;2006;3.429.787.982
Nepal;2007;3.452.908.469
Nepal;2008;3.579.779.156
Nepal;2009;3.717.996.243
Nepal;2010;382.735.633
Nepal;2011;3.915.603.274
Nepal;2012;4.033.761.217
Netherlands;1990;2.112.032.317
Netherlands;1991;2.200.953.865
Netherlands;1992;2.185.387.393
Netherlands;1993;2.225.234.841
Netherlands;1994;2.240.253.708
Netherlands;1995;2.255.496.256
Netherlands;1996;2.312.494.227
Netherlands;1997;2.238.951.578
Netherlands;1998;2.225.386.889
Netherlands;1999;2.166.661.779
Netherlands;2000;217.872.169
Netherlands;2001;2.227.150.059
Netherlands;2002;2.210.190.688
Netherlands;2003;2.240.788.037
Netherlands;2004;2.247.054.906
Netherlands;2005;2.188.417.335
Netherlands;2006;2.155.368.838
Netherlands;2007;216.958.066
Netherlands;2008;2.182.999.863
Netherlands;2009;2.103.370.366
Netherlands;2010;2.203.841.969
Netherlands;2011;208.165.878
Netherlands;2012;2.075.298.992
New Zealand;1990;7.667.930.998
New Zealand;1991;457.579.014
New Zealand;1992;4.695.293.282
New Zealand;1993;4.642.556.024
New Zealand;1994;4.835.729.966
New Zealand;1995;4.998.671.508
New Zealand;1996;506.817.785
New Zealand;1997;5.321.757.392
New Zealand;1998;5.189.585.934
New Zealand;1999;5.401.036.476
New Zealand;2000;5.507.517.018
New Zealand;2001;5.699.509.254
New Zealand;2002;5.805.749.691
New Zealand;2003;5.939.734.927
New Zealand;2004;5.872.503.363
New Zealand;2005;5.934.192.799
New Zealand;2006;5.955.621.296
New Zealand;2007;5.833.394.193
New Zealand;2008;586.057.089
New Zealand;2009;5.612.920.587
New Zealand;2010;5.609.719.484
New Zealand;2011;5.584.162.358
New Zealand;2012;5.847.313.699
Nicaragua;1990;3.841.952.023
Nicaragua;1991;3.666.583.677
Nicaragua;1992;3.753.679.331
Nicaragua;1993;3.814.488.785
Nicaragua;1994;3.847.429.239
Nicaragua;1995;3.793.871.693
Nicaragua;1996;3.798.477.071
Nicaragua;1997;3.875.149.249
Nicaragua;1998;3.966.780.627
Nicaragua;1999;4.017.276.805
Nicaragua;2000;4.070.617.783
Nicaragua;2001;4.076.892.949
Nicaragua;2002;4.121.588.916
Nicaragua;2003;4.236.425.282
Nicaragua;2004;4.168.486.249
Nicaragua;2005;4.220.934.615
Nicaragua;2006;4.230.778.196
Nicaragua;2007;4.247.037.777
Nicaragua;2008;4.233.492.358
Nicaragua;2009;4.256.355.339
Nicaragua;2010;427.958.152
Nicaragua;2011;4.315.837.203
Nicaragua;2012;4.270.085.086
Niger;1990;184.184.173
Niger;1991;1.837.539.495
Niger;1992;1.883.317.259
Niger;1993;1.940.338.024
Niger;1994;1.990.355.589
Niger;1995;2.045.638.153
Niger;1996;2.112.992.335
Niger;1997;2.153.047.716
Niger;1998;2.242.480.297
Niger;1999;2.292.383.078
Niger;2000;233.883.346
Niger;2001;1.931.209.223
Niger;2002;1.996.844.186
Niger;2003;206.656.775
Niger;2004;2.132.782.713
Niger;2005;2.199.590.876
Niger;2006;2.115.293.315
Niger;2007;2.214.206.754
Niger;2008;2.308.982.993
Niger;2009;2.422.702.432
Niger;2010;2.524.036.272
Niger;2011;2.494.253.983
Niger;2012;2.609.724.895
Nigeria;1990;3.857.586.838
Nigeria;1991;3.917.885.141
Nigeria;1992;4.033.725.044
Nigeria;1993;4.029.772.307
Nigeria;1994;400.689.639
Nigeria;1995;4.031.688.172
Nigeria;1996;4.135.376.912
Nigeria;1997;4.125.741.852
Nigeria;1998;4.132.152.773
Nigeria;1999;4.136.541.353
Nigeria;2000;4.203.556.513
Nigeria;2001;4.392.758.197
Nigeria;2002;4.379.190.841
Nigeria;2003;4.471.473.766
Nigeria;2004;453.444.171
Nigeria;2005;4.715.650.014
Nigeria;2006;4.631.016.627
Nigeria;2007;4.593.980.761
Nigeria;2008;4.571.257.134
Nigeria;2009;4.382.612.767
Nigeria;2010;459.055.444
Nigeria;2011;4.746.764.317
Nigeria;2012;4.748.562.094
Niue;1990;0.054342369
Niue;1991;0.053774957
Niue;1992;0.053197545
Niue;1993;0.052600133
Niue;1994;0.052062721
Niue;1995;0.055129309
Niue;1996;0.056011279
Niue;1997;0.056893249
Niue;1998;0.05775522
Niue;1999;0.05862719
Niue;2000;0.05950916
Niue;2001;0.060915759
Niue;2002;0.065916359
Niue;2003;0.067252958
Niue;2004;0.068589558
Niue;2005;0.069956157
Niue;2006;0.064713682
Niue;2007;0.066521206
Niue;2008;0.068318731
Niue;2009;0.070126256
Niue;2010;0.07192378
Niue;2011;0.083270199
Niue;2012;0.087144617
Norway;1990;3.555.932.787
Norway;1991;3.041.173.278
Norway;1992;3.313.913.169
Norway;1993;337.952.106
Norway;1994;3.486.214.751
Norway;1995;3.418.442.442
Norway;1996;3.490.490.987
Norway;1997;3.654.528.932
Norway;1998;3.824.557.278
Norway;1999;3.993.650.023
Norway;2000;3.510.310.368
Norway;2001;2.517.530.507
Norway;2002;2.412.972.846
Norway;2003;2.665.059.384
Norway;2004;2.649.338.723
Norway;2005;2.483.769.862
Norway;2006;2.804.693.627
Norway;2007;2.801.361.592
Norway;2008;2.688.584.558
Norway;2009;2.565.608.723
Norway;2010;2.755.635.688
Norway;2011;2.560.979.454
Norway;2012;2.410.374.941
Oman;1990;3.981.406.951
Oman;1991;4.540.875.589
Oman;1992;4.557.522.427
Oman;1993;4.619.068.065
Oman;1994;4.734.617.903
Oman;1995;5.045.344.742
Oman;1996;5.190.278.069
Oman;1997;5.451.115.397
Oman;1998;5.578.116.925
Oman;1999;6.009.605.853
Oman;2000;6.311.152.581
Oman;2001;6.537.073.017
Oman;2002;6.627.513.254
Oman;2003;6.651.566.091
Oman;2004;6.558.447.727
Oman;2005;6.613.259.564
Oman;2006;7.549.388.041
Oman;2007;8.041.212.918
Oman;2008;9.004.800.995
Oman;2009;9.586.894.472
Oman;2010;9.995.819.749
Oman;2011;1.081.109.248
Oman;2012;1.093.174.241
Pakistan;1990;1.827.324.488
Pakistan;1991;1.796.685.134
Pakistan;1992;187.534.946
Pakistan;1993;1.955.950.307
Pakistan;1994;2.014.386.173
Pakistan;1995;211.113.808
Pakistan;1996;2.209.936.939
Pakistan;1997;2.272.524.879
Pakistan;1998;2.316.143.638
Pakistan;1999;2.439.120.717
Pakistan;2000;2.457.106.497
Pakistan;2001;2.484.889.801
Pakistan;2002;2.546.327.806
Pakistan;2003;262.817.069
Pakistan;2004;2.799.320.874
Pakistan;2005;2.884.220.459
Pakistan;2006;3.087.106.824
Pakistan;2007;3.251.987.489
Pakistan;2008;3.284.242.694
Pakistan;2009;339.967.826
Pakistan;2010;3.346.139.545
Pakistan;2011;341.363.751
Pakistan;2012;3.416.455.527
Palau;1990;
Palau;1991;
Palau;1992;-0.0109914
Palau;1993;-0.014351608
Palau;1994;-0.023727816
Palau;1995;-0.039150024
Palau;1996;0.032770068
Palau;1997;-0.06383384
Palau;1998;0.033512253
Palau;1999;0.033888345
Palau;2000;-0.062715563
Palau;2001;0.100369391
Palau;2002;0.003622345
Palau;2003;0.108153299
Palau;2004;0.007742253
Palau;2005;0.108619206
Palau;2006;0.217282852
Palau;2007;0.224842498
Palau;2008;0.225074144
Palau;2009;0.22530579
Palau;2010;0.232865435
Palau;2011;0.279343348
Palau;2012;
Panama;1990;2.748.870.916
Panama;1991;2.651.392.699
Panama;1992;2.715.803.683
Panama;1993;2.741.927.066
Panama;1994;2.768.905.249
Panama;1995;2.802.633.032
Panama;1996;2.820.950.848
Panama;1997;2.831.014.864
Panama;1998;294.970.388
Panama;1999;2.877.827.496
Panama;2000;2.906.127.112
Panama;2001;1.769.582.161
Panama;2002;169.730.601
Panama;2003;1.708.781.459
Panama;2004;1.732.977.708
Panama;2005;1.893.304.956
Panama;2006;1.930.551.176
Panama;2007;1.912.270.395
Panama;2008;1.927.833.814
Panama;2009;2.076.037.833
Panama;2010;2.131.961.653
Panama;2011;2.226.758.849
Panama;2012;2.205.084.246
Papua New Guinea;1990;9.710.767.988
Papua New Guinea;1991;9.722.694.866
Papua New Guinea;1992;9.805.919.945
Papua New Guinea;1993;9.883.309.823
Papua New Guinea;1994;9.985.094.102
Papua New Guinea;1995;1.005.603.418
Papua New Guinea;1996;9.831.598.981
Papua New Guinea;1997;1.233.566.018
Papua New Guinea;1998;9.897.653.184
Papua New Guinea;1999;9.834.761.386
Papua New Guinea;2000;9.824.039.187
Papua New Guinea;2001;9.850.580.459
Papua New Guinea;2002;1.014.967.293
Papua New Guinea;2003;10.006.452
Papua New Guinea;2004;1.051.495.627
Papua New Guinea;2005;9.903.765.744
Papua New Guinea;2006;1.025.607.224
Papua New Guinea;2007;1.025.531.733
Papua New Guinea;2008;1.023.060.002
Papua New Guinea;2009;1.020.019.031
Papua New Guinea;2010;1.024.580.301
Papua New Guinea;2011;1.017.174.859
Papua New Guinea;2012;9.992.147.379
Paraguay;1990;9.294.502.083
Paraguay;1991;9.144.755.257
Paraguay;1992;9.252.812.432
Paraguay;1993;9.449.651.806
Paraguay;1994;961.511.218
Paraguay;1995;9.806.178.754
Paraguay;1996;9.785.220.527
Paraguay;1997;99.015.311
Paraguay;1998;9.928.321.873
Paraguay;1999;1.022.049.485
Paraguay;2000;9.756.857.419
Paraguay;2001;1.010.282.947
Paraguay;2002;1.013.918.573
Paraguay;2003;1.035.770.478
Paraguay;2004;1.019.314.104
Paraguay;2005;1.031.277.049
Paraguay;2006;1.024.062.532
Paraguay;2007;1.063.761.034
Paraguay;2008;1.035.553.837
Paraguay;2009;105.332.524
Paraguay;2010;1.079.307.942
Paraguay;2011;1.094.061.477
Paraguay;2012;1.109.796.333
Peru;1990;1.105.354.059
Peru;1991;8.845.128.909
Peru;1992;8.938.196.825
Peru;1993;9.085.582.141
Peru;1994;9.296.400.857
Peru;1995;9.714.155.373
Peru;1996;1.002.427.764
Peru;1997;101.534.909
Peru;1998;1.016.237.836
Peru;1999;1.056.396.763
Peru;2000;1.059.351.869
Peru;2001;103.788.098
Peru;2002;105.744.331
Peru;2003;10.581.155
Peru;2004;1.104.508.651
Peru;2005;1.123.379.581
Peru;2006;1.383.974.855
Peru;2007;1.420.258.229
Peru;2008;1.473.060.123
Peru;2009;1.512.016.936
Peru;2010;155.766.933
Peru;2011;1.585.160.777
Peru;2012;1.594.984.521
Philippines;1990;103.300.058
Philippines;1991;8.360.455.674
Philippines;1992;8.658.792.344
Philippines;1993;9.193.920.613
Philippines;1994;9.947.091.083
Philippines;1995;1.115.828.415
Philippines;1996;1.201.064.203
Philippines;1997;128.899.577
Philippines;1998;1.234.630.498
Philippines;1999;1.280.495.585
Philippines;2000;1.299.077.293
Philippines;2001;12.910.301
Philippines;2002;1.313.972.766
Philippines;2003;1.346.669.733
Philippines;2004;1.384.284.019
Philippines;2005;1.402.096.766
Philippines;2006;1.332.373.446
Philippines;2007;1.392.179.327
Philippines;2008;1.427.403.367
Philippines;2009;1.453.779.548
Philippines;2010;1.520.168.368
Philippines;2011;1.536.215.047
Philippines;2012;1.575.930.717
Poland;1990;4.019.777.634
Poland;1991;395.160.219
Poland;1992;3.846.360.785
Poland;1993;384.788.634
Poland;1994;3.807.105.955
Poland;1995;3.817.146.591
Poland;1996;3.962.815.354
Poland;1997;3.864.501.156
Poland;1998;3.607.119.419
Poland;1999;3.497.035.202
Poland;2000;3.357.201.065
Poland;2001;3.173.193.306
Poland;2002;3.060.618.367
Poland;2003;3.177.685.548
Poland;2004;320.892.635
Poland;2005;3.210.280.531
Poland;2006;333.446.694
Poland;2007;3.337.263.529
Poland;2008;3.279.296.998
Poland;2009;3.139.254.468
Poland;2010;3.311.434.277
Poland;2011;326.732.886
Poland;2012;3.220.662.265
Portugal;1990;595.062.785
Portugal;1991;6.012.748.019
Portugal;1992;6.410.662.988
Portugal;1993;6.293.157.558
Portugal;1994;6.488.297.927
Portugal;1995;6.857.084.696
Portugal;1996;6.712.248.197
Portugal;1997;6.951.310.897
Portugal;1998;7.439.067.997
Portugal;1999;8.109.976.698
Portugal;2000;8.057.266.998
Portugal;2001;8.011.005.736
Portugal;2002;8.444.348.474
Portugal;2003;7.966.868.412
Portugal;2004;810.711.435
Portugal;2005;8.465.415.088
Portugal;2006;778.848.456
Portugal;2007;7.828.630.232
Portugal;2008;7.327.214.704
Portugal;2009;7.266.245.376
Portugal;2010;6.746.268.848
Portugal;2011;6.710.009.472
Portugal;2012;6.847.807.696
Qatar;1990;1.601.183.839
Qatar;1991;1.823.815.847
Qatar;1992;1.847.759.256
Qatar;1993;1.940.952.864
Qatar;1994;2.029.709.473
Qatar;1995;2.112.371.481
Qatar;1996;2.224.641.648
Qatar;1997;2.410.119.215
Qatar;1998;2.570.899.782
Qatar;1999;2.799.306.348
Qatar;2000;2.733.347.315
Qatar;2001;292.346.461
Qatar;2002;3.349.248.506
Qatar;2003;3.518.403.401
Qatar;2004;3.880.657.096
Qatar;2005;4.825.493.391
Qatar;2006;5.248.018.066
Qatar;2007;584.276.134
Qatar;2008;6.323.313.814
Qatar;2009;6.835.372.888
Qatar;2010;7.300.725.763
Qatar;2011;7.592.450.715
Qatar;2012;8.525.467.649
Romania;1990;2.388.214.184
Romania;1991;2.046.570.663
Romania;1992;1.862.618.683
Romania;1993;1.730.337.022
Romania;1994;1.674.673.481
Romania;1995;16.964.986
Romania;1996;1.727.722.577
Romania;1997;1.619.965.534
Romania;1998;145.730.261
Romania;1999;1.300.902.967
Romania;2000;1.318.026.204
Romania;2001;1.343.611.673
Romania;2002;1.326.673.103
Romania;2003;1.387.744.912
Romania;2004;1.369.302.261
Romania;2005;1.370.291.431
Romania;2006;1.286.346.806
Romania;2007;1.272.794.382
Romania;2008;1.260.300.297
Romania;2009;1.098.746.533
Romania;2010;1.059.468.988
Romania;2011;1.118.511.403
Romania;2012;1.086.717.637
Russian Federation;1990;2.776.775.728
Russian Federation;1991;2.741.827.434
Russian Federation;1992;2.831.496.299
Russian Federation;1993;2.735.359.593
Russian Federation;1994;246.870.878
Russian Federation;1995;2.374.017.734
Russian Federation;1996;2.340.503.669
Russian Federation;1997;2.182.477.976
Russian Federation;1998;2.213.304.393
Russian Federation;1999;2.212.585.664
Russian Federation;2000;2.263.534.737
Russian Federation;2001;2.108.719.909
Russian Federation;2002;2.139.538.346
Russian Federation;2003;2.249.059.294
Russian Federation;2004;2.135.824.922
Russian Federation;2005;2.163.403.918
Russian Federation;2006;2.060.412.761
Russian Federation;2007;2.056.461.112
Russian Federation;2008;222.741.114
Russian Federation;2009;2.007.726.773
Russian Federation;2010;2.090.225.014
Russian Federation;2011;2.180.625.025
Russian Federation;2012;2.254.472.651
Rwanda;1990;1.395.736.137
Rwanda;1991;1.265.805.239
Rwanda;1992;1.280.235.941
Rwanda;1993;1.293.397.042
Rwanda;1994;1.302.761.344
Rwanda;1995;1.302.317.246
Rwanda;1996;1.324.666.763
Rwanda;1997;136.402.988
Rwanda;1998;1.388.298.597
Rwanda;1999;1.392.706.914
Rwanda;2000;1.405.784.031
Rwanda;2001;-3.982.325.913
Rwanda;2002;-4.229.318.138
Rwanda;2003;-4.326.316.364
Rwanda;2004;-4.677.974.589
Rwanda;2005;-5.150.060.815
Rwanda;2006;4.623.737.734
Rwanda;2007;4.925.354.283
Rwanda;2008;5.196.380.831
Rwanda;2009;529.229.138
Rwanda;2010;5.690.485.929
Rwanda;2011;5.515.076.267
Rwanda;2012;5.721.836.606
Saint Kitts & Nevis;1990;0.101708021
Saint Kitts & Nevis;1991;0.110312878
Saint Kitts & Nevis;1992;0.110849734
Saint Kitts & Nevis;1993;0.124238591
Saint Kitts & Nevis;1994;0.127799448
Saint Kitts & Nevis;1995;0.135124304
Saint Kitts & Nevis;1996;0.144500811
Saint Kitts & Nevis;1997;0.146919319
Saint Kitts & Nevis;1998;0.148407826
Saint Kitts & Nevis;1999;0.149976333
Saint Kitts & Nevis;2000;0.15178484
Saint Kitts & Nevis;2001;0.245483935
Saint Kitts & Nevis;2002;0.25639103
Saint Kitts & Nevis;2003;0.281066125
Saint Kitts & Nevis;2004;0.28874522
Saint Kitts & Nevis;2005;0.297474316
Saint Kitts & Nevis;2006;0.312537481
Saint Kitts & Nevis;2007;0.328946646
Saint Kitts & Nevis;2008;0.330979811
Saint Kitts & Nevis;2009;0.343494976
Saint Kitts & Nevis;2010;0.345088141
Saint Kitts & Nevis;2011;0.354369483
Saint Kitts & Nevis;2012;0.339280825
Saint Lucia;1990;0.681891001
Saint Lucia;1991;0.631135161
Saint Lucia;1992;0.670317321
Saint Lucia;1993;0.698397481
Saint Lucia;1994;0.75401364
Saint Lucia;1995;0.8205918
Saint Lucia;1996;0.856554061
Saint Lucia;1997;0.847206322
Saint Lucia;1998;0.799894582
Saint Lucia;1999;0.814598843
Saint Lucia;2000;0.826273104
Saint Lucia;2001;0.972633981
Saint Lucia;2002;0.927608859
Saint Lucia;2003;0.964959736
Saint Lucia;2004;0.965880613
Saint Lucia;2005;0.98104749
Saint Lucia;2006;1.069.463.213
Saint Lucia;2007;1.093.048.936
Saint Lucia;2008;1.108.466.659
Saint Lucia;2009;1.102.070.382
Saint Lucia;2010;1.125.226.105
Saint Lucia;2011;1.131.706.449
Saint Lucia;2012;1.143.858.794
Saint Vincent & Grenadines;1990;0.088698739
Saint Vincent & Grenadines;1991;0.067588378
Saint Vincent & Grenadines;1992;0.075150017
Saint Vincent & Grenadines;1993;0.097003656
Saint Vincent & Grenadines;1994;0.115567294
Saint Vincent & Grenadines;1995;0.123178933
Saint Vincent & Grenadines;1996;0.126371658
Saint Vincent & Grenadines;1997;0.126050383
Saint Vincent & Grenadines;1998;0.157031108
Saint Vincent & Grenadines;1999;0.160293833
Saint Vincent & Grenadines;2000;0.141252559
Saint Vincent & Grenadines;2001;0.203805576
Saint Vincent & Grenadines;2002;0.201920594
Saint Vincent & Grenadines;2003;0.211579612
Saint Vincent & Grenadines;2004;0.23335063
Saint Vincent & Grenadines;2005;0.233257647
Saint Vincent & Grenadines;2006;0.266342621
Saint Vincent & Grenadines;2007;0.274195596
Saint Vincent & Grenadines;2008;0.27803457
Saint Vincent & Grenadines;2009;0.278489544
Saint Vincent & Grenadines;2010;0.281758518
Saint Vincent & Grenadines;2011;0.285239622
Saint Vincent & Grenadines;2012;0.315076726
Samoa;1990;0.365448449
Samoa;1991;-0.456344665
Samoa;1992;-0.45569378
Samoa;1993;-0.451346895
Samoa;1994;-0.455198009
Samoa;1995;-0.446539124
Samoa;1996;-0.445073298
Samoa;1997;-0.443517472
Samoa;1998;-0.437801646
Samoa;1999;-0.42440782
Samoa;2000;-0.409041994
Samoa;2001;0.430104903
Samoa;2002;0.4088478
Samoa;2003;0.422708697
Samoa;2004;0.433643594
Samoa;2005;0.442114492
Samoa;2006;0.388075662
Samoa;2007;0.400490833
Samoa;2008;0.405548004
Samoa;2009;0.414159175
Samoa;2010;0.422440346
Samoa;2011;0.471982065
Samoa;2012;0.380715784
Sao Tome & Principe;1990;0.09406085
Sao Tome & Principe;1991;0.097038767
Sao Tome & Principe;1992;0.099996684
Sao Tome & Principe;1993;0.102204601
Sao Tome & Principe;1994;0.104882517
Sao Tome & Principe;1995;0.107510434
Sao Tome & Principe;1996;0.107429752
Sao Tome & Principe;1997;0.107289069
Sao Tome & Principe;1998;0.106918386
Sao Tome & Principe;1999;0.106817704
Sao Tome & Principe;2000;0.107037021
Sao Tome & Principe;2001;0.111685085
Sao Tome & Principe;2002;0.120257149
Sao Tome & Principe;2003;0.128599213
Sao Tome & Principe;2004;0.135821276
Sao Tome & Principe;2005;0.13973934
Sao Tome & Principe;2006;0.147969739
Sao Tome & Principe;2007;0.149642139
Sao Tome & Principe;2008;0.151564538
Sao Tome & Principe;2009;0.160754938
Sao Tome & Principe;2010;0.168915337
Sao Tome & Principe;2011;0.173911437
Sao Tome & Principe;2012;0.210871537
Saudi Arabia;1990;1.875.249.114
Saudi Arabia;1991;2.094.620.175
Saudi Arabia;1992;2.243.515.796
Saudi Arabia;1993;2.326.467.177
Saudi Arabia;1994;2.452.349.538
Saudi Arabia;1995;250.007.754
Saudi Arabia;1996;2.635.119.706
Saudi Arabia;1997;2.463.430.933
Saudi Arabia;1998;262.695.092
Saudi Arabia;1999;2.681.023.866
Saudi Arabia;2000;2.797.042.593
